SKU,DKS_Blr_BGRoad_001,DKS_Blr_btmlayout_001,DKS_Blr_HSRlayout_001,DKS_Blr_kaggdaspura_001,DKS_Blr_kalyannagar_001,DKS_Blr_Marathahalli_001,DKS_Blr_Sheshadripurm_001,DKS_Blr_varthur_001,DKS_Blr_whitefield_001
DTRDT0191GN,0,0,0,0,0,0,0,0,0
DTRDT0029GN,0,1,0,1,2,1,0,1,0
DTRDT0003BOL,0,0,0,0,0,0,0,0,0
DTRBC0003DC,0,0,0,0,0,0,0,0,0
DTRBO0020DC,0,0,0,0,0,0,0,0,0
DTRBC0006HUF,1,1,0,0,0,1,1,0,0
DTRBO0004DC,0,0,0,0,0,0,0,0,0
DTRBC0001HUF,1,0,1,0,0,1,0,1,0
DTOST0039SKT,0,0,1,0,0,0,0,0,0
DTRBC0007HUFT,1,1,1,0,0,0,0,1,0
DTRBO0039HUF,1,1,0,1,0,1,1,1,0
DTRBC0010HUFT,2,1,0,0,0,0,0,1,0
DTRBC0002ACT,1,0,0,1,1,0,0,0,0
DTOST0029GI,0,0,0,0,0,0,0,0,0
DTRBC0018CC,0,0,0,0,0,0,0,0,0
DTOST0016SKT,0,0,0,0,0,0,0,0,0
DTRBO0012DR,0,0,0,0,0,0,0,0,0
DTOCT0035BR,0,0,0,1,0,0,0,1,0
DTRBC0002DC,0,0,1,0,1,0,0,0,0
DTOCT0027SKT,0,0,0,0,0,0,0,0,0
DTRBO0005GD,0,0,0,0,0,0,0,0,0
DTRBC0029HM,0,0,0,0,0,0,0,1,0
DTRBC0022PU,0,0,0,0,1,0,0,0,0
DTOIT0028GF,0,0,0,0,0,0,0,0,0
DSWSK0014INTPH,1,0,0,0,0,0,0,0,0
DSWCD0005VIVPH,0,0,0,1,2,0,0,0,0
DTOBT0012TR,0,0,0,0,0,0,0,0,0
DSWGS0001CORPH,0,0,0,0,0,0,0,1,0
DSWCD0008SAVPH,1,0,0,1,2,0,0,0,0
DSWGS0004NKFPH,1,0,0,0,2,0,0,0,0
DTOBC0003SKT,0,0,0,0,0,0,0,0,0
DSWJC0001VIRPH,1,0,0,0,0,0,0,0,0
DTOCT0001SQZ,0,1,1,1,1,0,0,0,0
DSWCD0002VIVPH,1,0,0,2,0,0,0,0,0
DSWCD0019SAVPH,0,0,0,1,2,0,0,0,0
DSWEEM0002CORPH,1,0,0,0,0,0,0,0,0
DSWSK0007INTPH,1,0,0,2,0,0,0,0,0
DSWEEM0002INTPH,0,0,0,2,0,0,0,0,0
DTOBC0001SKT,0,0,0,0,0,0,0,0,0
DSWK0001SKYPH,1,0,0,0,0,0,0,0,0
DTOBT0002TR,1,0,0,0,0,0,0,0,0
DSWEEM0001VEKPH,1,0,0,1,1,0,0,0,0
DTOCT0001SKT,0,0,0,0,0,0,0,0,0
DSWR0003VIVPH,0,0,0,2,0,0,0,0,0
DSWSK0001SAVPH,1,0,0,1,0,0,0,0,0
DSWSK0001NKFPH,1,0,0,3,0,0,0,0,0
DPCDE0003SAVPH,0,0,0,0,0,0,0,0,0
DSW0002VIRPH,1,0,0,1,0,0,0,0,0
DPCTF0003ZOEPH,1,0,0,1,2,0,0,0,0
DPM0001INTPH,0,0,0,0,0,0,0,0,0
DSSC0001SKYPH,1,0,0,1,3,0,0,1,0
DPM0003VIVPH,0,0,0,3,0,0,0,0,0
DSSC0001VVAPH,1,0,0,0,0,0,0,2,0
DSMM0001SKYPH,0,0,0,0,0,0,0,0,0
DPCTF0001VIVPH,2,0,0,0,0,0,0,0,0
DSMM0001VIRPH,1,0,0,1,1,0,0,1,0
DSW0008SAVPH,0,0,0,0,0,0,0,2,0
DPCTF0003VIVPH,0,0,0,1,0,0,0,0,0
DSW0015VETPH,1,0,0,1,0,0,0,0,0
DHEHS0010AA,0,0,0,0,0,0,0,0,0
DHEHS0018VTT,0,0,0,0,0,0,0,0,0
DHEHS0014HM,0,1,0,0,2,0,0,0,0
DHEHS0004AA,1,0,0,0,0,0,0,0,0
DHEHS0003AA,1,0,0,0,0,0,0,0,0
DHECW0011BO,1,0,1,0,0,0,0,0,0
DHEHS0001PTG,0,0,0,0,0,0,0,0,0
DHEHS0004NM,0,0,0,0,0,0,0,0,0
DHECW0003KB,0,0,0,0,0,0,0,0,0
DHECW0012SS,1,1,1,0,1,0,0,0,0
DHEHS034BP,0,0,0,0,0,0,0,0,0
DGRTW0003PAW,0,0,0,0,0,0,0,0,0
DHEHS0009BOL,1,0,0,0,0,0,0,0,0
DGRSC0008BOL,0,0,1,0,0,0,0,1,0
DGRTW0001PTV,0,0,0,0,0,0,0,0,0
DGRTW0006PAW,0,1,0,0,0,1,0,0,0
DHEHS0013HM,0,0,0,0,0,0,0,0,0
DHEHS0007AA,0,0,1,0,0,0,1,0,0
DHEHS0002BP,0,0,0,0,0,0,0,0,0
DHEHS0007BOL,0,0,0,0,0,0,0,0,0
DHEHS0016NR,0,0,0,0,0,0,0,0,0
DGRTW0018PE,0,0,0,1,0,0,0,1,0
DLICL0003SS,0,0,0,0,0,0,0,0,0
DHEHS0008AA,0,0,0,0,0,0,0,0,0
DHECW0005BO,0,1,0,0,0,0,0,0,0
DHEHS0001GF,0,0,0,0,0,0,0,0,0
DGRSC0022WH,0,0,0,0,0,0,0,0,0
DGRSC0009WH,0,0,0,0,1,0,1,0,0
DFOWF0027HUF,0,1,1,0,0,1,0,1,0
DFODF0323RC,0,0,0,0,0,0,0,0,0
DFOPF0003PG,0,0,0,0,0,0,0,0,0
DFODF0101RC,0,0,0,0,0,0,0,0,0
DGRBC0011TR,0,0,0,0,0,0,0,0,0
DFOFS0009HL,0,0,0,0,0,0,0,0,0
DFODF0111RC,1,0,0,0,0,0,0,0,0
DFOWF0070BW,0,0,0,0,0,0,0,0,0
DGRGT0001BZ,0,0,0,0,0,0,0,0,0
DGRGT0008SKT,0,0,0,0,0,0,0,0,0
DFOWF0001VVD,0,0,0,0,0,0,0,0,0
DGRSC0001EB,0,0,0,0,0,0,0,0,0
DFOPF0002HN,2,0,0,0,0,0,0,0,0
DFOWF0130FF,1,0,0,0,0,0,0,0,0
DGRDP0001OR,0,0,0,0,0,0,0,0,0
DFODF0129ND,0,0,0,2,0,0,0,0,0
DFOPF0037PG,0,0,0,0,0,0,0,0,0
DGRBC0003PTV,1,0,0,0,0,0,0,0,0
DFOPF0003RC,0,0,0,0,0,0,0,0,0
DFODF0147RC,0,0,0,0,0,0,0,0,0
DGRGT0003BS,0,0,0,0,0,0,0,0,0
DGRBC0004PTV,0,0,0,0,0,0,0,0,0
DFOWF0038PU,0,0,0,0,0,0,0,0,0
DFOPF0001DR,0,0,0,0,0,0,0,0,0
DFOWF0097KK,0,0,0,0,0,0,1,0,0
DFOWF0099KK,0,0,0,0,0,0,0,0,0
DFOWF0067BW,0,0,0,0,0,0,0,0,0
DFODF0045PG,0,0,0,0,0,0,0,0,0
DFODF0009OR,0,0,0,0,0,0,0,0,0
DFODF0008VO,0,0,0,0,0,0,0,0,0
DFODF0013RC,0,0,0,0,0,0,0,0,0
DFODF0034CW,1,0,0,0,0,0,0,0,0
DFODF0015ND,0,0,0,0,0,0,0,0,0
DFODF0051PU,0,0,0,0,1,0,1,0,0
DFODF0016ND,0,0,0,0,0,0,0,0,0
DFODF0065DR,0,0,0,0,0,0,0,0,0
DFODF0017RC,0,0,0,0,0,0,0,0,0
DFODF0031SM,0,0,0,0,0,0,0,0,0
DFODF0004VO,0,0,0,0,0,0,0,0,0
DFODF0040PG,0,0,0,0,0,0,0,0,0
DFODF0018RC,0,0,0,0,0,0,0,0,0
DFODF0047ND,0,0,1,0,0,0,0,0,0
DFODF0021SM,0,0,0,0,0,0,0,0,0
DFODF0052PG,0,0,0,0,0,0,0,0,0
DFODF0022SM,0,0,0,0,0,0,0,0,0
DFODF0057ND,1,0,0,0,0,0,0,0,0
DFODF0023SM,0,1,1,0,0,0,1,0,0
DFODF0069ND,0,0,1,0,0,0,0,0,0
DFODF0027RC,0,1,0,0,0,0,1,0,0
DFODF0085RC,1,0,0,0,0,0,0,0,0
DFODF0029DR,1,0,0,0,0,0,1,0,0
DBONA0029BS,0,0,0,0,0,0,0,0,0
DBONA0037SKT,0,0,0,0,0,0,0,0,0
DBONA0025SKT,1,0,0,0,1,0,0,0,0
DCOCO0002TR,1,0,0,1,0,0,0,0,0
DFODF0003HM,0,0,0,0,0,0,0,1,0
DCOCO0015BS,0,0,0,0,0,0,0,0,0
DBONA0019SKT,0,0,0,0,0,0,0,0,0
DBONA0031SKT,0,0,0,1,0,0,0,0,0
DFODF0001VO,0,0,0,1,0,0,0,0,0
DCOCO0018BS,1,0,0,0,0,0,0,0,0
DFODF0002SM,0,0,0,0,0,0,0,0,0
DCOHA0036SKT,0,0,0,0,0,0,0,0,0
DFODF0004BOW,0,1,0,0,0,0,0,0,0
DCOLE0020SKT,0,1,0,0,0,0,0,0,0
DAPCL0077SKT,0,1,0,0,0,0,0,0,0
DAPCL1733PPDS,0,0,0,0,0,0,0,0,0
DAPCL0072SKT,0,0,0,0,0,0,0,0,0
DAPCL0081SKT,0,0,0,0,0,0,0,0,0
DAPCT0001PTV,0,0,0,0,0,0,0,0,0
DAPCL0484SKT,0,0,0,0,0,0,0,0,0
DAPCL0509SKT,0,0,0,0,0,0,0,0,0
DAPCL0085SKT,0,0,0,0,0,0,0,0,0
DAPCL0087SKT,0,0,0,0,0,0,0,0,0
DAPCL0101SKT,0,0,0,0,0,0,0,0,0
DBONA0003SKT,0,0,0,0,1,0,0,0,0
DAPBT0173FY,0,0,0,0,0,0,0,0,0
DAA0016SAVPH,1,0,0,1,0,0,0,0,0
DAA0003INTPH,1,0,0,2,0,0,0,0,0
CTOTC0023SKT,0,0,0,0,0,0,0,1,0
DAPBT0011SKT,0,1,0,1,1,0,0,0,0
CTOTC0032SKT,1,0,1,1,0,0,1,0,0
CTOTC0010SKT,0,0,0,0,0,0,0,0,0
CSMM0001SKYPH,1,0,0,1,1,0,0,0,0
DAA0015SAVPH,1,0,0,1,0,0,0,0,0
CTOTE0010TR,0,0,0,0,1,0,0,0,0
DAPAC0002MP,0,0,0,0,0,0,0,0,0
CTOTE0015SKT,1,0,0,0,0,0,0,0,0
CTOTC0004PTV,0,0,0,0,0,0,0,0,0
CTOCA0050BR,0,0,0,0,0,0,0,0,0
CTOTC0010BS,0,1,0,0,0,0,0,0,0
DAA0001VIRPH,0,0,0,1,0,0,0,0,0
DAA0002VIRPH,2,0,0,1,2,0,0,0,0
CTOCA0004GI,0,0,0,0,0,0,0,0,0
CFOWF0114MO,0,0,0,0,0,0,0,0,0
CLILI0011IN,0,0,0,1,0,0,0,0,0
CFOTR0013KY,0,0,0,0,0,0,0,0,0
CFOTR0006TR,0,0,0,0,0,1,0,0,0
CFOWF0005LE,0,0,0,0,0,0,0,0,0
CLILI0004SY,0,0,0,0,0,0,0,0,0
CFOWF0111MO,0,0,0,0,0,0,0,0,0
CFOTR0008TR,1,0,0,0,0,0,0,0,0
CFOWF0015ND,0,0,0,0,0,0,0,0,0
CFOWF0072BT,0,0,0,0,0,0,0,0,0
CFOTR0005TR,0,0,1,0,0,0,0,0,0
CFOTR002FLV,0,0,0,0,0,0,0,0,0
CFOWF0049RC,0,0,0,0,0,0,0,0,0
CFOTR0052DR,0,0,0,0,0,0,0,0,0
CLICL0003SS,0,0,0,0,0,0,0,0,0
CFOWF0005SUD,0,0,0,0,0,0,0,0,0
CFOWF0021ND,1,0,0,1,1,0,0,0,0
CFOTR0009KY,0,0,0,0,0,0,0,0,0
CFOWF0004PUO,1,0,1,1,0,0,0,0,0
CFOWF0044KK,0,0,1,0,0,0,0,0,0
CFOTR0001FM,0,0,0,0,0,0,0,0,0
CFODF0038PU,2,0,0,0,0,0,0,0,0
CFODF0030PU,1,0,0,0,0,0,0,0,0
CFODF0008PU,1,0,0,0,0,0,0,0,0
CFODF0045DR,1,1,1,0,0,1,0,0,0
CFODF0009BOL,0,0,0,0,0,0,0,0,0
CFOTR0002SG,0,0,0,0,2,0,0,0,0
CFODF0009MA,0,0,1,0,0,0,0,0,0
CFODF0033RC,0,0,0,0,0,0,0,0,0
CFODF0011MA,0,0,0,0,0,0,0,0,0
CFODF0041MO,0,0,0,1,0,0,0,0,0
CFODF0015BOL,1,0,0,0,0,0,0,0,0
CFOFS0001MB,1,0,1,1,1,0,0,0,0
CCOHA0026TR,1,0,0,0,0,0,0,0,0
CFODF0006WH,0,1,0,0,0,0,0,0,0
CFODF0016FR,0,0,0,0,0,0,0,0,0
CFODF0003PFT,0,0,0,1,0,0,0,0,0
CFODF0018DR,0,0,0,0,0,0,0,0,0
CFODF0004ACT,0,0,0,0,0,0,0,0,0
CAPAC0010TR,0,0,0,0,0,0,0,0,0
CFODF0037RC,0,0,0,0,0,0,0,0,0
CFODF0001PFT,1,0,0,0,0,0,0,0,0
CFODF0039PU,0,0,0,0,0,0,0,0,0
CFODF0001SG,1,0,0,0,2,0,0,0,0
CFODF0044MO,0,0,0,0,0,0,0,0,0
CFODF0002AG,0,0,0,1,0,0,0,0,0
CFODF0045MO,0,0,0,0,0,0,0,0,0
CFODF0022BOL,0,0,0,1,0,0,0,0,0
CFOTR0001ACT,0,0,0,0,0,0,0,0,0
CFODF0002MX,0,0,0,1,1,0,0,0,0
CFOTR0001SG,0,0,0,0,0,0,0,0,0
CFODF0023PU,0,0,0,1,1,1,0,0,0
CFODF0007MO,0,0,0,0,0,0,0,0,0
CFOTR0004MP,0,0,0,0,0,0,0,0,0
CFOTR0003HUF,1,0,0,0,0,1,0,1,0
CFODF0003MX,0,0,0,0,1,0,0,0,0
CFODF0025PU,0,0,0,0,0,0,0,0,0
DWC0001SKYPH,0,0,0,1,0,0,0,0,0
DTRDT0036GN,0,0,0,0,0,0,0,0,0
DTRJT0092FA,0,0,0,0,0,0,0,0,0
DTRJT0051JH,0,0,0,0,0,0,0,0,0
DTRBT0021PG,0,0,0,0,0,0,0,0,0
SHAFT0003VP,1,0,1,0,1,0,0,0,0
DTRDT0022GN,0,0,0,0,0,0,0,0,0
DTRDT0100GN,0,0,1,0,0,0,1,0,0
DTRJT0095JH,0,0,0,0,0,0,0,0,0
DTRJT0018BOW,0,0,0,0,0,0,0,0,0
DTRJT0004KIT,0,0,0,0,0,0,0,0,0
DTRJT0059JH,2,0,0,0,0,0,0,0,0
DTRJT0201JH,0,0,0,0,0,0,0,0,0
DTRJT0018PFT,0,0,0,0,0,0,0,0,0
DWC0001VQLPH,0,0,0,1,0,0,0,0,0
DTRJT0061JH,1,0,0,0,0,0,0,0,0
DTRJT0003DO,0,0,0,0,0,0,0,0,0
DTRJT0002RE,0,1,0,0,0,0,0,0,0
DTRJT0011HUF,0,0,0,0,0,0,0,0,0
DTRJT0002SB,0,0,0,1,0,1,0,0,0
DTRJT0119JH,0,0,0,0,0,0,0,0,0
DTRJT0022FL,0,0,0,0,0,0,0,0,0
DTRJT0141JH,0,0,1,0,0,0,1,3,0
DTRDT0177GN,0,0,0,0,0,0,0,0,0
DTRJT0004KK,0,0,0,0,0,0,0,0,0
DTRJT0006JH,0,1,0,0,0,0,0,0,0
DTRDT0193GN,0,1,0,0,0,0,0,0,0
DTRDT0197GN,0,0,0,0,0,0,0,0,0
DTRJT0001FA,0,0,0,0,0,0,0,0,0
DTRJT0007BOW,1,0,0,0,0,0,0,0,0
DWC0001VIVPH,0,0,0,0,0,0,0,0,0
DTRDT0184GN,0,0,0,0,0,0,0,0,0
DWC0002VIVPH,1,0,0,0,0,0,0,0,0
DTRJT0069JH,1,0,0,0,0,0,0,0,0
DTRDT0010GF,0,0,0,0,0,0,0,0,0
DTRJT0006BL,1,0,0,0,0,0,0,0,0
DTRJT0011PFT,0,0,0,0,0,0,0,2,0
DTOST0005BR,1,1,0,1,1,0,0,1,0
DTOIT0055GF,0,0,0,0,0,0,0,0,0
DTOST0022BR,0,0,0,0,0,0,0,0,0
DTRBC0001FLV,0,0,0,0,0,0,0,0,0
DTORT0023TR,0,0,0,0,0,0,0,0,0
DTRBO0005FLY,0,0,0,0,0,0,0,0,0
DTRBC0004HUFT,0,0,0,0,0,0,0,0,0
DTRBC0021CC,0,0,0,0,0,0,0,0,0
DTRBO0119HUF,0,0,0,0,0,1,1,0,0
DTRBO0007GD,0,1,0,0,0,0,1,0,0
DTRBC0003HUF,1,0,0,0,0,0,1,0,0
DTRBO0008GD,0,0,0,0,1,0,0,0,0
DTRBO0023PG,0,0,0,0,0,0,0,0,0
DTRBO0011GD,0,0,0,1,0,0,1,0,0
DTRBC0009PU,0,0,0,0,0,0,0,0,0
DTRBO0013DR,0,0,0,0,0,0,0,0,0
DTOIT0006BR,1,1,0,1,1,0,0,1,0
DTRBO0014FLY,0,0,0,0,0,0,0,0,0
DTRBO0056DC,0,0,0,0,0,0,0,0,0
DTRBO0014GD,0,0,0,0,0,0,0,0,0
DTRBC0004NP,0,0,0,0,0,0,0,0,0
DTRBC0002HM,0,0,0,0,0,0,0,0,0
DTRBC0023CC,0,0,0,0,0,0,0,0,0
DSWEEM0001CORPH,1,0,0,2,1,0,0,0,0
DSWSK0009INTPH,0,0,0,0,0,0,0,0,0
DSWEEM0004CORPH,1,0,0,1,0,0,0,0,0
DSWEEM0002VEKPH,1,0,0,1,0,0,0,0,0
DSWEEM0005CORPH,1,0,0,1,2,0,0,1,0
DTOCT0018SKT,0,0,0,0,0,0,0,0,0
DSWCD0006SAVPH,1,0,0,0,3,0,0,0,0
DSWK0005VIVPH,0,0,0,1,0,0,0,0,0
DSWSK0005VIRPH,1,0,0,2,0,0,0,0,0
DSWL0001SAVPH,0,0,0,1,0,0,0,0,0
DSWGS0001VIVPH,1,0,0,1,0,0,0,0,0
DSWL0002CORPH,0,0,0,1,0,0,0,0,0
DTOBT0011TR,0,0,0,0,0,0,0,0,0
DSWCD0001VENPH,1,0,0,1,2,0,0,0,0
DSWK0001VIVPH,1,0,0,1,0,0,0,0,0
DSWGS0001INTPH,1,0,0,0,0,0,0,0,0
DSWSK0004NKFPH,0,0,0,0,0,0,0,1,0
DSWEEM0002VIVPH,1,0,0,1,0,0,0,0,0
DSWSK0005INTPH,0,0,0,1,0,0,0,0,0
DSWSK0001DRGPH,1,0,0,2,0,0,0,0,0
DSWEEM0001VIVPH,1,0,0,0,0,0,0,0,0
DSWJC0001INTPH,0,0,0,0,0,0,0,0,0
DSWSK0013INTPH,1,0,0,0,0,0,0,0,0
DSWSK0001VETPH,0,0,0,0,0,0,0,0,0
DSWGS0002CORPH,0,0,0,0,0,0,0,0,0
DSWCD0003VIVPH,1,0,0,1,0,0,0,0,0
DTOBT0002MP,0,0,0,0,0,0,0,0,0
DSWCD0004VIVPH,0,0,0,1,0,0,0,0,0
DSWEEM0001ALEPH,0,0,0,1,0,0,0,0,0
DSWSK0002JIBPH,0,0,0,0,1,0,0,0,0
DSWSK0002MANPH,1,0,0,0,0,0,0,0,0
DSWSK0002VIVPH,1,0,0,0,0,0,0,0,0
DSSC0001PCPH,1,0,0,1,0,0,0,0,0
DSW0019VIVPH,0,0,0,1,0,0,0,0,0
DSMM0001PCPH,0,0,0,1,0,0,0,0,0
DSW0011SAVPH,0,0,0,0,0,0,0,0,0
DSW0003SKYPH,0,0,0,0,0,0,0,0,0
DSHP0001VQLPH,0,0,0,0,0,0,0,0,0
DSW0001VETPH,0,0,0,2,0,0,0,0,0
DPCDE0002MANPH,1,0,0,0,0,0,0,0,0
DPCDE0001SKYPH,2,0,0,1,0,0,0,0,0
DSMM0002SKYPH,1,0,0,1,0,0,0,1,0
DSCS0001VQLPH,0,0,0,1,0,0,0,0,0
DSSC0002SKYPH,0,0,0,1,0,0,0,0,0
DPCTF0013ZOEPH,1,0,0,1,0,0,0,0,0
DSW0001CORPH,0,0,0,0,0,0,0,1,0
DSHP0001SAVPH,1,0,0,1,0,0,0,0,0
DSW0001SAVPH,0,0,0,1,0,0,0,0,0
DSSC0001VETPH,1,0,0,1,0,0,0,0,0
DPCDE0001SAVPH,0,0,0,0,0,0,0,2,0
DPCTF0009SAVPH,0,0,0,1,0,0,0,0,0
DS0008ZNPH,3,0,0,0,0,0,0,1,0
DPM0007SAVPH,0,0,0,1,2,0,0,1,0
DHECW0006MP,0,1,0,0,0,0,0,0,0
DHEFT0001DZ,0,1,0,0,0,0,0,0,0
DHECW0003SKT,0,0,0,0,0,0,0,0,0
DHECW0001MP,0,0,0,0,0,0,0,0,0
DHEHS0005MP,1,0,1,0,0,0,0,0,0
DHEHS0010NR,0,0,0,0,0,0,0,0,0
DHEHS0005AA,0,0,0,0,0,0,1,0,0
DHEHS0011AA,0,0,0,0,0,0,0,0,0
DHEHS0039MP,0,0,0,0,0,0,0,0,0
DHEHS0004FRL,0,0,0,0,0,0,0,0,0
DHEHS0028TR,0,0,0,0,0,0,0,0,0
DHEHS0011MP,0,0,0,0,0,0,0,0,0
DGRSC0019WH,0,0,0,0,0,0,0,0,0
DGRSC0017WH,0,0,0,1,1,0,0,0,0
DGRSC0002PP,0,0,0,0,0,0,0,0,0
DHECW0002MP,0,0,0,0,0,0,0,0,0
DHEHS0019HM,0,0,0,0,1,0,0,0,0
DGRTW0014PE,0,0,0,0,0,0,0,0,0
DHECW0017BR,0,0,0,0,0,0,0,0,0
DHEHS0014BOL,0,0,0,0,0,0,0,1,0
DHEHS0046TR,0,0,0,0,0,0,0,0,0
DHECW0007BR,0,1,0,1,0,1,0,0,0
DHEHS0004CD,1,0,0,0,0,0,0,0,0
DGRSC0039WH,0,0,0,1,0,0,0,0,0
DHEHS0029HM,0,0,0,0,0,0,0,0,0
DHEHS0003NR,0,0,0,0,0,0,0,1,0
DGRTW0001PE,0,0,0,0,0,0,0,0,0
DHEHS0016BP,0,0,0,0,0,0,0,0,0
DHEHS0001BW,0,0,0,0,0,0,0,0,0
DHEHS0054TR,0,0,0,0,0,0,0,0,0
DHEHS0002MP,1,0,0,0,0,0,0,0,0
DHEHS0002NR,0,0,0,0,0,0,0,0,0
DHEHS0002HUF,0,0,0,0,0,0,0,0,0
DFOPF0024PG,1,0,0,0,0,0,0,0,0
DFOWF0094RC,0,0,0,0,0,0,0,0,0
DFOWF0020BL,0,0,0,0,0,0,0,0,0
DFOWF0139FF,0,0,0,0,0,0,0,0,0
DFODF0214RC,0,1,0,0,0,0,0,0,0
DFOWF0005ACT,1,0,0,0,0,0,0,0,0
DGRDP0004BS,0,0,0,0,0,0,0,0,0
DGRBC0002SKT,0,0,0,0,0,0,0,0,0
DGRGT0001HAN,0,0,0,0,0,0,0,0,0
DFODF0104PG,0,0,0,0,0,0,0,0,0
DFOWF0097RC,0,0,0,0,0,0,0,0,0
DFOWF0001AA,0,0,0,0,0,0,0,0,0
DFODF0211RC,1,0,0,0,0,0,0,0,0
DFOWF0032LB,0,0,0,0,0,0,0,0,0
DFOWF0065RC,0,0,0,2,0,0,0,0,0
DFOFS0006MB,0,0,0,1,1,0,0,0,0
DFOFS0002HL,1,0,0,0,0,0,0,0,0
DFODF0127ND,0,0,0,0,0,0,0,0,0
DFOWF0092RC,0,0,0,0,0,0,0,0,0
DGRBC0008AR,0,0,0,0,0,0,0,0,0
DGRGT0001HUF,0,1,0,1,0,0,0,0,0
DFOFS0007MB,0,0,0,0,0,0,0,0,0
DFOWF0024HUF,0,0,0,0,0,0,0,0,0
DFODF0173ND,1,0,0,0,0,0,0,0,0
DFODF0120RC,0,1,0,0,0,0,0,0,0
DFOWF0048PG,0,0,0,0,0,0,0,0,0
DFOFS0004MB,0,0,0,0,0,0,0,0,0
DGRBSC0003BS,0,0,0,1,1,0,0,0,0
DFOWF0021HG,0,0,0,0,0,0,0,0,0
DFODF0040ND,0,0,0,0,0,0,0,0,0
DFODF0064ND,1,0,0,0,0,0,0,0,0
DFODF0015SM,0,0,0,0,0,0,0,0,0
DFODF0018OR,0,0,0,0,0,0,0,0,0
DFODF0035ND,1,0,0,0,0,0,0,0,0
DFODF0021ND,1,0,0,0,0,0,0,0,0
DFODF0011PU,0,0,0,0,0,0,0,0,0
DFODF0023PG,1,0,0,0,0,0,0,0,0
DFODF0016RC,0,0,0,0,0,0,0,0,0
DFODF0026DR,0,0,0,0,0,0,0,0,0
DFODF0018AC,0,0,0,0,0,0,0,0,0
DFODF0007DR,0,0,0,1,0,0,0,0,0
DFODF0035PU,0,0,0,0,0,0,0,0,0
DFODF0010OR,0,0,0,0,0,0,0,0,0
DFODF0044ND,1,0,1,0,0,0,0,0,0
DFODF0095DR,0,1,0,0,1,0,1,0,0
DFODF0048RC,0,0,0,0,0,0,0,0,0
DFODF0031VO,0,0,0,0,0,0,0,0,0
DFODF0052RC,1,0,0,1,0,0,0,0,0
DFODF0004OR,0,0,0,0,0,0,0,0,0
DFODF0059RC,0,1,0,0,0,0,0,0,0
DFODF0034AC,0,0,0,0,0,0,0,1,0
DFODF0017PR,0,0,0,0,0,0,0,0,0
DFODF0005CR,0,0,0,1,1,0,0,0,0
DFODF0071RC,0,0,0,0,0,0,0,0,0
DFODF0035CW,0,1,0,0,0,0,0,0,0
DFODF0080DR,0,0,0,0,0,0,0,0,0
DBONA0029SKT,0,0,0,0,0,0,0,0,0
DCOCO0002GH,0,0,0,0,0,0,0,0,0
DCOHA0003PTV,0,0,0,0,0,0,0,0,0
DCOCO0030BS,0,0,0,0,0,0,0,0,0
DFODF0002TO,0,0,1,0,0,0,0,0,0
DCOLE0034GH,0,0,0,0,0,0,0,0,0
DFODF0003ND,1,1,0,1,0,0,0,0,0
DCOLE0043SKT,0,0,0,1,0,0,0,0,0
DFODF0001VVD,0,0,0,0,0,0,0,0,0
DFODF0001BS,0,0,0,0,0,0,0,0,0
DCOCO0029TR,0,0,0,0,0,0,0,0,0
DFODF0001CR,0,0,0,0,0,0,0,0,0
DFODF0002VO,1,0,0,0,0,0,0,0,0
DCOHA0001PTV,0,0,0,0,0,0,0,0,0
DBONA0028SKT,0,0,0,0,0,0,0,0,0
DCOHA0001QP,0,0,0,0,0,0,0,0,0
DFODF0003VO,1,0,0,0,1,0,0,1,0
DFODF0001TO,0,0,0,0,0,0,0,0,0
DCOLE0022SKT,0,0,0,0,0,0,0,0,0
DAPCL0361SKT,0,0,0,0,0,0,0,0,0
DAPCL0076SKT,0,0,0,0,0,0,0,0,0
DAPCL0086SKT,0,0,0,0,0,0,0,0,0
DAPCL0056SKT,0,0,0,0,0,0,0,0,0
DAPCL0082SKT,0,0,0,0,0,0,0,0,0
DAPCL0097SKT,1,0,0,0,0,0,0,0,0
DAPCL0472SKT,0,0,0,0,0,0,0,0,0
DAPCL0099SKT,0,0,0,0,0,0,0,0,0
DAPCL0497SKT,0,0,0,0,0,0,0,0,0
DAPCL0034BR,1,0,0,0,0,0,0,0,0
DAPCL0039SKT,0,0,0,0,0,0,0,0,0
DAPCL0035BR,0,1,0,0,0,0,0,0,0
DAPCL0083SKT,0,0,0,0,0,0,0,0,0
DAPCL0342SKT,0,0,0,0,0,0,0,0,0
DAPCL0473SKT,0,0,0,0,0,0,0,0,0
DAPBT0148FY,0,0,0,0,0,0,0,0,0
CTOTC0007SKT,0,0,0,0,0,0,0,0,0
CTOCA0010TR,0,0,1,0,1,0,0,1,0
CPC0003BRIPH,0,0,0,1,0,0,0,0,0
CTOCA0004SKT,0,0,0,0,0,0,0,0,0
CSCL0001OPUPH,0,0,0,1,0,0,0,0,0
CTOCA0041BR,0,0,0,0,0,0,0,0,0
DAA0004SAVPH,0,0,0,0,2,0,0,0,0
CTOCA0035BR,1,1,1,1,0,0,1,0,0
CTOTC0029SKT,0,0,0,0,0,0,0,0,0
DAPBT0040FY,0,0,0,0,0,0,0,0,0
DAA0001BAYPH,1,0,0,0,2,0,0,1,0
DAPBT0147FY,0,0,0,0,0,0,0,0,0
CTOTE0001SKT,0,0,0,0,0,0,0,1,0
