SKU,DKS_Blr_BGRoad_001,DKS_Blr_btmlayout_001,DKS_Blr_HSRlayout_001,DKS_Blr_kaggdaspura_001,DKS_Blr_kalyannagar_001,DKS_Blr_Marathahalli_001,DKS_Blr_Sheshadripurm_001,DKS_Blr_varthur_001,DKS_Blr_whitefield_001
CFODF0001ND,2,0,2,0,0,0,0,0,0
CFODF0020PU,1,0,0,0,0,0,0,0,0
CFODF0012MO,0,1,0,0,4,0,0,0,0
DTRDT0112GN,0,0,0,0,0,0,0,0,0
DTRDT0016GN,0,0,1,0,0,0,1,0,0
DTRJT0010FA,0,4,2,1,0,0,1,1,0
DTRDT0001GN,0,0,0,0,0,0,0,0,0
DTRJT0060JH,0,1,1,1,0,1,1,1,0
DTRJT0143JH,2,1,0,0,3,0,0,1,0
DTRDT0194GN,0,0,0,0,0,0,0,1,0
DTRDT0008GN,1,0,1,2,2,0,1,2,0
DTRJT0001BOW,0,0,0,0,0,0,0,0,0
DTRDT0017GN,1,0,0,0,0,0,0,0,0
DTRDT0033GN,1,1,0,2,0,0,0,0,0
DTOCT0029SKT,0,0,1,0,0,0,1,0,0
DTRBO0005DO,0,1,0,0,0,0,0,0,0
DTRBO0001DC,0,0,0,1,2,0,0,0,0
DTOCT0026BR,1,0,0,0,0,0,0,0,0
DTORT0001SKT,0,0,0,0,2,0,0,0,0
DTOCT0051BR,1,3,1,1,1,0,0,0,0
DTRBT0001PG,0,0,0,0,0,0,0,0,0
DSWL0001CORPH,0,0,0,3,1,0,0,0,0
DSWSK0010INTPH,1,0,0,3,2,0,0,0,0
DSWCD0001VETPH,1,0,0,3,2,0,0,0,0
DTOCT0002SKT,0,0,0,0,0,0,0,0,0
DSMM0002VIRPH,1,0,0,3,0,0,0,0,0
DSSC0001VIRPH,2,0,0,3,2,0,0,0,0
DPCTF0014ZOEPH,1,0,0,2,4,0,0,0,0
DHEHS0015BOL,0,0,0,0,0,1,0,0,0
DHECW0002SKT,0,0,0,0,0,0,0,0,0
DHEHS0017BP,0,0,0,0,0,0,0,0,0
DHECW0005TR,0,0,0,1,0,0,0,0,0
DHEHS0014NR,1,1,0,1,1,0,0,0,0
DHEHS0005HM,1,0,0,0,0,0,0,0,0
DHEHS0001AA,0,0,0,0,0,0,0,0,0
DHEHS0006BOL,1,0,0,0,0,0,1,0,0
DHEHS0025TR,0,0,1,1,1,0,0,1,0
DHEHS0008HM,0,0,0,0,1,0,0,0,0
DHEHS0011BOL,0,0,1,0,0,0,0,0,0
DHEHS0028HM,0,0,0,0,0,0,0,1,0
DHEHS0004NR,0,0,0,0,0,0,0,0,0
DFODF0248RC,0,1,0,2,0,0,1,0,0
DFOWF0001HG,0,0,0,0,0,0,0,0,0
DFOWF0006RC,0,1,0,0,0,0,0,0,0
DFODF0034HN,2,0,0,0,0,0,0,0,0
DFODF0070ND,0,0,0,0,0,0,0,0,0
DFODF0041PG,0,1,0,0,0,0,0,1,0
DFODF0021PG,1,0,0,2,0,0,0,0,0
DFODF0081DR,1,2,0,0,2,1,0,0,0
DFODF0028RC,1,2,0,0,0,1,0,1,0
DFODF0042ND,1,1,0,2,0,0,0,0,0
DFODF0002VVD,2,1,0,1,2,0,0,0,0
DAPCL0504SKT,0,0,0,0,0,0,0,0,0
CTOBC0004SKT,2,0,1,0,0,1,0,0,0
CTOTC0025SKT,0,0,0,0,0,0,0,0,0
DAPCL0003SKT,0,0,0,0,0,0,0,0,0
CFOWF0049SH,1,0,1,1,0,0,0,0,0
CFOWF0010SUD,0,0,0,0,0,0,0,0,0
CLILI0007EP,1,0,0,0,0,0,0,0,0
CFOWF0016AL,0,1,0,0,0,0,0,0,0
CFODF0014MO,1,0,0,0,0,0,0,0,0
CFODF0002ND,0,0,0,0,0,1,0,0,0
CFOTR0002KI,1,0,0,0,0,0,0,0,0
CFODF0004SG,0,0,1,0,1,0,0,0,0
CFODF0031WH,1,0,0,0,2,0,0,0,0
CFOTR0001BS,0,0,0,0,0,0,0,0,0
CFODF0014ND,2,0,0,2,0,0,0,0,0
CFODF0008WH,0,0,0,1,2,0,0,1,0
CFODF0027SG,1,0,0,0,2,0,0,1,0
CBONA0005TR,0,0,1,1,1,0,0,1,0
CFODF0038RC,0,0,0,0,0,0,0,1,0
CFODF0003SG,0,0,0,1,0,0,0,0,0
CFODF0024MO,0,0,0,0,0,0,0,0,0
CFODF0020FR,0,0,0,0,0,0,0,0,0
CFOTR0004PU,0,0,0,0,1,0,0,0,0
DTRDT0113GN,0,0,0,0,0,0,0,1,0
DTRJT0064JH,0,0,0,0,0,0,0,0,0
DTRJT0006FA,0,0,0,0,0,0,0,0,0
DTRDT0190GN,1,0,0,0,2,0,0,1,0
DTRJT0094JH,0,0,0,0,0,0,0,0,0
DTRJT0013BOW,1,0,0,2,0,0,0,0,0
DTRDT0115GN,0,0,0,1,0,0,0,0,0
DTRDT0012GF,0,0,0,0,0,0,0,0,0
DTRJT0063CC,0,0,0,0,0,0,0,0,0
DTRJT0022SB,0,0,0,1,0,0,0,0,0
DTRJT0065KK,0,0,0,0,0,0,0,0,0
DTRDT0007GN,0,0,0,1,0,0,0,0,0
DTRJT0142JH,0,1,0,0,0,0,0,1,0
DTRJT0052JH,0,1,1,0,3,1,1,0,0
DTRJT0045DR,0,0,0,0,0,0,0,0,0
DTRBC0005PU,0,0,0,0,0,0,0,0,0
DTRBC0005DR,0,0,0,0,0,0,0,1,0
DTRBC0003ACT,0,2,0,0,0,0,0,1,0
DTRBT0007PG,0,0,0,0,0,0,0,0,0
DTOIT0057GF,0,0,0,0,0,0,0,0,0
DSWCD0002CORPH,1,0,0,3,1,0,0,0,0
DSWL0001MANPH,0,0,0,0,2,0,0,1,0
DSWGS0002VENPH,2,0,0,2,2,0,0,0,0
DSWCD0001VIVPH,2,0,0,2,2,0,0,0,0
DSWSK0008INTPH,0,0,0,2,2,0,0,1,0
DTOCT0004DR,0,0,0,0,0,0,0,0,0
DTOCT0014SKT,0,0,0,1,2,0,0,0,0
DSWDC0001VIRPH,1,0,0,4,0,0,0,0,0
DTOCT0005PTV,0,1,0,0,1,0,0,0,0
DSWJC0001VVAPH,0,0,0,0,0,0,0,0,0
DSWEEM0003CORPH,2,0,0,1,2,0,0,0,0
DSW0001VIVPH,1,0,0,2,0,0,0,0,0
DPCTF0011ZOEPH,1,0,0,2,0,0,0,0,0
DHEHS0024TR,0,0,0,1,1,1,0,0,0
DHEHS0006DR,0,0,0,0,1,0,0,0,0
DHEHS0003DR,0,0,0,0,0,0,0,0,0
DHEHS0003FRL,0,0,0,0,0,0,0,0,0
DHEHS0005DR,0,0,0,0,0,0,0,0,0
DGRTW0001HWN,0,0,0,0,0,0,0,0,0
DGRSC0023WH,0,1,0,0,0,0,0,0,0
DHEHS0004DR,0,0,1,0,0,0,0,0,0
DHEHS0027HM,1,0,0,0,0,0,0,0,0
DGRSC0018WH,1,0,0,0,1,0,0,0,0
DHEHS0006HM,0,0,0,0,1,0,0,0,0
DHEHS0002FRL,0,0,0,0,0,0,1,0,0
DGRTW0002PAW,0,0,0,1,0,0,0,0,0
DFOWF0018BL,0,0,0,0,0,0,0,0,0
DFOWF0001JH,0,0,0,0,0,0,0,0,0
DFODF0121ND,0,0,0,0,0,0,0,0,0
DFODF0146RC,1,0,0,0,0,0,0,0,0
DFOWF0007RC,0,0,0,0,0,0,0,1,0
DFODF0117RC,0,0,0,0,0,0,0,0,0
DFOWF0019BL,0,0,1,0,0,0,0,0,0
DFOWF0032DR,0,1,0,0,0,0,0,0,0
DFODF0123ND,1,0,0,0,0,0,0,0,0
DFOFS0002MB,1,0,1,0,0,0,0,1,0
DFOPF0008PG,0,0,0,0,2,0,0,0,0
DFODF0071ND,0,1,1,2,0,0,0,0,0
DFODF0064RC,0,0,0,0,0,0,0,0,0
DFODF0019ND,1,0,1,0,0,0,0,0,0
DFODF0020CR,0,0,0,0,1,0,0,0,0
DFODF0033HN,2,0,0,0,0,0,0,0,0
DFODF0011SM,1,0,0,0,0,0,1,0,0
DFODF0024RC,0,0,0,0,0,0,0,0,0
DFODF0057RC,0,2,1,0,0,0,0,0,0
DFODF0023RC,0,0,0,0,2,0,1,0,0
DFODF0005ND,0,0,0,0,0,0,1,0,0
DFODF0021CR,0,0,0,1,0,0,0,0,0
DCOCO0001TR,0,0,0,0,0,0,0,0,0
DFODF0002HN,1,0,0,0,0,0,0,0,0
DAPCL0508SKT,0,0,0,0,0,0,0,0,0
DAPCL0505SKT,1,0,0,0,1,0,0,0,0
DAPCL0078SKT,0,0,0,0,0,0,0,0,0
CTOTC0019SKT,0,0,0,0,0,0,0,0,0
CTOCT0021EP,0,0,0,0,0,0,0,0,0
CPCDE0001SAVPH,1,0,0,2,0,0,0,0,0
CLILI0001GSH,1,0,0,0,0,0,0,1,0
CFOWF0117MO,0,0,0,0,0,0,0,0,0
CFOWF0056BW,0,0,0,0,0,0,0,0,0
CFOTR0006DR,0,0,0,0,2,0,0,0,0
CFOWF0108RC,0,0,0,0,0,0,0,0,0
CFOWF0006FPU,1,0,0,0,0,0,0,0,0
CLILI0012IN,0,0,1,2,0,0,0,0,0
CFOTR0013TR,0,0,0,0,0,0,0,0,0
CLILI0043PC,0,0,0,0,1,0,0,0,0
CFOTR0011TR,0,0,0,0,0,0,0,3,0
CLILB0001SKT,0,0,0,0,0,0,0,0,0
CFOWF0136MO,0,0,0,1,0,0,0,0,0
CFODF0010MO,0,0,0,0,0,0,0,0,0
CFODF0047MO,0,0,1,3,2,0,1,1,0
CFOTR0002BS,0,0,0,0,0,0,0,0,0
CFODF0031RC,0,0,0,0,0,0,0,0,0
CFODF0050MO,0,0,0,0,0,0,0,0,0
CFODF0025SG,1,0,0,0,0,0,0,0,0
CFODF0124MO,0,0,0,0,0,0,0,0,0
CFODF0018FR,0,0,0,0,0,1,0,0,0
CFODF0043MO,0,0,0,0,2,0,0,1,0
CFODF0026SG,2,0,0,0,0,0,0,0,0
CFODF0001MO,1,0,0,0,0,0,1,1,0
CFODF0009MO,0,1,0,0,0,0,1,1,0
CFODF0002WH,1,0,0,0,0,0,0,1,0
CFODF0018SG,1,0,0,0,0,0,0,0,0
CFODF0004MO,1,0,0,0,0,0,0,0,0
CFODF0022ND,1,0,0,0,0,0,0,0,0
CFODF0022PU,0,0,0,0,0,0,0,0,0
CFODF0017MO,0,0,0,1,0,0,0,0,0
CFODF0017FR,0,0,0,0,0,0,0,0,0
DTRJT0001DR,0,0,0,0,0,0,0,0,0
DTRJT0007CC,0,0,0,0,0,0,0,0,0
DTRJT0087FA,0,0,0,0,0,0,0,0,0
DTRDT0267GN,0,0,0,0,2,0,1,1,0
DTRJT0014CC,0,0,0,0,0,0,0,0,0
DTRJT0048DR,0,0,0,0,1,0,0,0,0
DTRDT0026GN,0,0,0,0,0,0,0,0,0
DTRJT0049JH,3,0,0,0,0,0,0,0,0
DTRJT0002FA,0,0,0,0,0,0,0,0,0
DTRJT0002KIT,0,0,0,0,0,0,0,0,0
DTRJT0008DR,0,0,0,0,0,0,0,0,0
DTRBO0023CC,0,0,0,1,0,0,0,0,0
DTRBO0002PU,0,0,0,1,1,0,0,2,0
DTRBO0001PU,0,0,0,0,0,0,0,0,0
DTRBO0020GD,0,0,0,0,0,0,0,0,0
DTRBC0020CC,0,0,0,0,0,0,0,0,0
DTRBC0018PU,2,0,0,0,0,0,0,0,0
DTRBC0001CC,0,2,0,0,0,0,0,0,0
DTRBO0017GD,0,1,0,0,3,0,0,1,0
DTRBC005DR,0,0,0,0,1,0,0,0,0
DTRBC008DR,1,0,0,0,0,0,0,0,0
DTRBO0032GD,0,1,1,0,0,1,0,0,0
DTOCT0026SKT,1,0,0,1,0,0,1,1,0
DTRBC0023PU,1,0,0,0,0,1,0,1,0
DTOCT0013BS,0,0,0,0,0,0,0,0,0
DSWEEM0004SAVPH,0,0,0,0,0,0,0,0,0
DTOCT0017SKT,0,0,0,0,0,0,0,0,0
DTOCT0003DR,1,1,0,0,0,0,0,0,0
DSWK0003SAVPH,0,0,0,0,0,0,0,0,0
DSWCD0012SAVPH,1,0,0,1,0,0,0,0,0
DSSC0001IRIPH,1,0,0,2,0,0,0,0,0
DPCDE0003SKYPH,1,0,0,1,0,0,0,0,0
DSW0004BPPH,0,0,0,0,0,0,0,0,0
DSMM0002PCPH,1,0,0,1,2,0,0,1,0
DSCS0003VIRPH,2,0,0,2,0,0,0,0,0
DSW0003ALEPH,0,0,0,3,0,0,0,0,0
DPCTF0010ZOEPH,1,0,0,2,0,0,0,1,0
DS0001VIVPH,0,0,0,1,2,0,0,0,0
DGRTW0004PAW,0,0,1,0,0,0,0,0,0
DHECW0006BO,1,0,0,0,0,0,0,0,0
DHEHE0001BS,0,0,0,0,0,0,0,0,0
DHEHS0008BOL,0,0,1,0,0,1,1,1,0
DHEHS0001BOL,1,0,0,0,0,0,0,0,0
DHEHS0001MB,0,0,0,0,0,0,0,0,0
DHEHS0010DR,2,0,0,0,0,1,0,0,0
DHECW0001OU,0,0,1,1,1,0,0,0,0
DFOWF0162KK,0,0,0,0,0,0,0,0,0
DFODF0113ND,0,0,0,0,0,0,0,1,0
DFOWF0038DR,0,0,0,0,0,0,0,0,0
DFOPF0009PG,0,2,0,0,0,0,1,0,0
DFOWF0001SM,0,0,0,1,0,0,0,0,0
DGRSC0001FO,0,0,0,1,0,0,0,1,0
DGRDP0003OR,0,0,1,1,0,0,1,0,0
DFOWF0017BL,0,0,0,0,0,0,0,0,0
DFOWF0048ND,0,0,0,2,1,0,0,1,0
DFOWF0002RC,0,0,0,0,0,0,1,0,0
DFOWF0100KK,0,0,0,0,0,1,0,0,0
DFOPF0030PG,0,0,0,0,0,0,0,0,0
DFODF0130RC,0,0,0,0,0,0,0,0,0
DFOWF0003VO,0,1,0,0,2,0,0,1,0
DGRGT0004BS,1,0,0,0,0,0,0,0,0
DFOWF0004JH,0,0,0,0,2,0,0,0,0
DFOWF0016BL,0,0,0,0,0,0,0,0,0
DFODF0063RC,0,0,0,0,2,0,1,0,0
DFODF0018SM,0,0,0,0,0,0,0,0,0
DFODF0070RC,0,1,0,0,0,0,0,0,0
DFODF0014ND,1,0,0,0,2,0,0,0,0
DFODF0060PG,1,0,1,0,0,1,0,0,0
DFODF0028PG,0,0,0,2,0,0,0,0,0
DFODF0007PS,0,0,0,0,0,0,0,0,0
DFODF0047PG,1,0,0,0,0,0,0,0,0
DFODF0072RC,1,0,0,0,0,0,0,0,0
DFODF0048ND,0,0,0,0,0,0,0,0,0
DFODF0010PG,1,0,0,0,3,0,0,0,0
DFODF0006PG,0,0,0,0,0,0,0,0,0
DBONA0013SKT,0,0,0,0,0,0,0,0,0
DFODF0003CR,1,0,1,0,0,0,0,1,0
DFODF0003PS,1,0,0,0,0,0,1,0,0
DCOCO0019BS,0,0,0,0,0,0,0,0,0
DFODF0004CH,1,0,0,0,0,0,0,0,0
DBONA0010SKT,1,0,0,0,0,0,0,0,0
DAA0001INTPH,1,0,0,2,0,0,0,0,0
DAPCL0002SKT,0,0,0,0,0,0,0,0,0
CTOCA0002TR,0,0,1,0,0,0,0,0,0
CTOCA0004TR,0,0,1,1,0,0,0,0,0
CTOTC0009SKT,0,0,1,0,0,0,0,0,0
CTOCA0006TR,1,0,0,0,1,0,0,0,0
CFOWF0004PU,0,0,1,0,0,0,0,1,0
CFOWF0114RC,0,1,0,0,0,0,0,0,0
CFOWF0109MO,1,0,0,0,0,0,0,0,0
CFOTR0006KI,0,0,0,0,0,0,0,0,0
CLILI0005IN,0,0,0,0,0,0,0,0,0
CFOWF0036BT,0,1,1,1,1,0,1,1,0
CFOTR0025DR,1,0,0,0,0,0,0,0,0
CFOWF0101KK,1,0,0,0,0,0,0,0,0
CFOWF0011RC,0,0,0,0,0,0,0,0,0
CFOTR0010KY,0,0,0,0,3,0,0,0,0
CFOTR0018JC,0,0,0,0,0,0,0,1,0
CFOWF0050RC,0,0,0,0,0,0,0,0,0
CFOWF0113MO,0,0,0,0,0,0,0,0,0
CLILI0002CB,0,0,0,0,0,0,0,0,0
CLIWA0003TR,0,0,0,1,0,0,0,0,0
CFOWF0003MA,0,0,0,0,0,0,0,0,0
CFOTR001FLV,0,0,0,0,0,0,0,0,0
CLILI0003DR,2,0,0,0,0,0,0,0,0
CLICL0001SS,0,0,0,0,0,0,0,0,0
CFOWF0003PUO,0,0,0,0,0,0,0,0,0
CLICL0004MP,0,0,0,0,0,0,0,0,0
CFOTR0024CA,0,0,0,0,0,0,0,0,0
CFOWF0004FPU,0,0,0,0,0,0,1,0,0
CFOTR0009TR,0,0,0,0,0,0,0,0,0
CFOTR0001PU,0,0,0,0,0,0,0,0,0
CFOTR0002HUF,0,1,1,0,3,1,1,0,0
BOGO0038ST,0,0,0,0,0,0,0,0,0
CFODF0001WH,0,0,0,0,0,0,0,0,0
CFODF0010MA,1,0,1,0,0,0,0,0,0
CFODF0101MO,0,0,0,0,3,0,0,0,0
CFODF0007RC,0,0,0,0,2,0,0,0,0
CFODF0017WH,0,0,0,0,0,0,0,0,0
CFODF0009RC,1,0,0,0,0,0,0,0,0
CFODF0003BOL,1,0,0,1,0,0,0,0,0
CFODF0015MO,1,0,0,0,0,0,1,1,0
CFODF0018ND,0,0,1,2,0,0,0,0,0
CFODF0006SG,0,0,0,0,0,0,0,0,0
CFOTR0001KL,0,0,0,0,0,0,0,0,0
DTRJT0005CC,0,0,1,0,0,0,0,0,0
DTRDT0021BOL,1,2,0,0,0,1,1,0,0
DTRJT0124JH,0,1,2,1,0,0,0,0,0
DTRJT0024PFT,0,0,0,0,0,0,1,0,0
DTRJT0066JH,0,0,0,0,0,0,0,1,0
DTRJT0001DO,0,0,0,0,0,0,0,0,0
DTRJT0003SB,0,0,1,2,0,0,0,0,0
DTRJT0001RE,0,0,0,0,0,0,0,0,0
DTRJT0023FM,0,0,0,0,0,0,0,0,0
DTRDT0032GN,0,0,0,0,0,0,1,0,0
DTRJT0066FA,0,0,0,0,1,0,0,0,0
DWC0001INTPH,0,0,0,1,1,0,0,0,0
DTRBC0019CC,0,0,0,0,0,0,0,0,0
DTOCT0060SKT,0,0,0,0,0,0,0,0,0
DTRBO0003PU,0,0,1,0,0,0,0,0,0
DTRBC011DR,1,0,0,0,0,0,0,1,0
DTRBO0016GD,0,0,0,0,0,0,0,0,0
DTRBC0006PU,0,0,0,0,0,0,0,0,0
DTRBO0018GD,0,1,0,1,0,1,1,1,0
DTOIT0056GF,0,0,0,0,0,0,0,0,0
DTRBO0046CC,0,0,0,0,0,0,0,2,0
DSWSK0002INTPH,1,0,0,1,0,0,0,0,0
DSWCD0001SAVPH,1,0,0,1,0,0,0,0,0
DSWSK0004INTPH,1,0,0,1,0,0,0,0,0
DSWDC0001SAVPH,1,0,0,2,0,0,0,0,0
DSWCD0010SAVPH,0,0,0,0,0,0,0,1,0
DSWJC0002INTPH,1,0,0,2,0,0,0,0,0
DSWSK0003NKFPH,1,0,0,2,0,0,0,0,0
DSWCD0003CORPH,0,0,0,2,0,0,0,0,0
DSWSK0004VIRPH,1,0,0,2,0,0,0,0,0
DSWK0002VIVPH,1,0,0,2,1,0,0,0,0
DTOBT0001TR,0,0,0,0,0,0,0,0,0
DSWL0004CORPH,0,0,0,2,2,0,0,0,0
DSWR0004VIVPH,0,0,0,1,0,0,0,0,0
DTOCT0009PTV,0,0,0,0,0,0,0,0,0
DPCTF0002MSDPH,0,0,0,0,0,0,0,0,0
DSSC0002PCPH,1,0,0,2,2,0,0,0,0
DPCTF0001PCPH,1,0,0,2,0,0,0,0,0
DPCTF0004PCPH,0,0,0,2,2,0,0,0,0
DSW0002SKYPH,0,0,0,0,1,0,0,0,0
DSMM0001INTPH,1,0,0,2,0,0,0,0,0
DSMM0001MANPH,2,0,0,1,0,0,0,0,0
DPCDE0002SKYPH,1,0,0,2,2,0,0,0,0
DHEHS0003BOL,0,0,0,1,0,0,0,0,0
DGRSC0006WH,0,1,0,0,0,0,0,0,0
DHECW0003MP,0,0,0,1,4,0,0,0,0
DHEHS0002AA,0,0,0,0,0,0,0,0,0
DGRSC0025WH,1,0,1,0,0,0,1,0,0
DHEHS0012BOL,0,0,0,0,0,0,0,0,0
DHEHS0007DR,0,0,0,1,0,0,0,0,0
DHECW0001HUF,0,0,0,0,0,0,0,0,0
DHECW0001BR,0,0,0,0,0,0,0,0,0
DGRSC0006BOL,0,1,0,0,0,0,0,0,0
DHEHS00039NR,1,0,0,1,0,0,0,1,0
DHEHS0002MB,1,0,0,0,0,0,0,0,0
DGRBC0003SKT,0,0,0,0,0,0,0,0,0
DGRDP0003BS,1,0,1,0,0,0,0,0,0
DGRBC0012WH,0,0,0,0,0,0,0,0,0
DFOPF0004PG,0,1,0,0,0,0,0,0,0
DGRDP0006OR,0,0,0,0,0,0,0,0,0
DFODF0149RC,1,0,0,0,0,0,0,0,0
DGRBC0007MP,0,0,0,0,0,0,0,0,0
DFOWF0025HUF,0,0,0,0,0,0,0,0,0
DGRBC0016WH,0,0,0,0,0,0,0,0,0
DFOWF0037DR,0,0,0,0,1,0,0,0,0
DFODF0257RC,0,1,0,0,0,0,0,0,0
DFOWF0001BL,0,0,0,0,0,0,0,0,0
DGRDP0007OR,0,0,0,0,0,0,0,0,0
DFOFS0001MB,0,0,0,1,0,0,0,0,0
DGRSC0001DZ,0,0,0,0,0,0,0,0,0
DFODF0076ND,0,0,0,0,0,0,0,0,0
DFODF0047DR,1,1,0,1,2,0,0,1,0
DFODF0015RC,0,0,0,0,0,0,0,0,0
DFODF0043ND,0,0,0,1,0,0,0,0,0
DFODF0007RC,0,1,0,0,0,0,0,0,0
DFODF0029PG,0,0,0,0,0,0,0,0,0
DFODF0027ND,1,0,1,0,0,0,0,0,0
DFODF0037RC,0,0,0,0,0,0,0,1,0
DFODF0012VO,0,0,1,1,0,0,1,0,0
DFODF0025RC,0,0,0,0,0,0,0,0,0
DFODF0004PS,0,0,1,0,0,0,0,0,0
DFODF0005OR,0,0,0,0,0,0,0,0,0
DFODF0009SM,0,0,0,0,0,0,0,0,0
DFODF0011ND,0,0,0,0,0,0,0,0,0
DFODF0095RC,0,0,0,0,0,0,0,0,0
DFODF0046ND,1,0,1,0,0,0,0,0,0
DFODF0035RC,1,0,0,0,0,0,0,1,0
DFODF0031DR,0,1,1,0,0,0,0,0,0
DFODF0005BOW,0,1,1,1,0,1,0,1,0
DFODF0014VO,0,0,0,0,1,0,0,0,0
DFODF0100RC,0,0,0,0,0,0,0,0,0
DBONA0027BS,0,0,0,0,0,0,0,0,0
DFODF0001MX,0,0,0,1,0,0,0,0,0
DCOLE0018SKT,0,0,0,0,0,0,0,0,0
DBONA0030SKT,0,0,0,0,0,0,0,0,0
DFODF0002DR,0,0,0,0,2,0,0,0,0
DCOCO0016BS,0,0,1,0,0,0,0,0,0
DCOCO0030TR,0,0,0,0,0,0,0,0,0
DCOHA0037SKT,0,0,1,0,0,0,0,0,0
DAPCL0506SKT,0,0,0,0,0,0,0,0,0
DAPCL0350SKT,0,0,0,0,0,0,0,0,0
DAPCL0507SKT,0,0,0,0,0,0,0,0,0
DAPCL0071SKT,1,0,0,0,0,0,0,0,0
DAPCL0070SKT,0,0,0,0,0,0,0,0,0
DAPCL0100SKT,1,0,0,0,0,0,0,0,0
CTOCA0001TR,1,0,0,1,0,0,0,0,0
DAPCB0001FY,0,0,0,0,0,0,0,0,0
DAPBT0039FY,0,0,0,0,0,0,0,0,0
CTOTE0001GI,0,0,0,0,0,0,0,0,0
CTOCA0001KO,0,0,0,0,0,0,0,0,0
DAPCL0015TR,0,0,0,0,0,0,0,0,0
DAPBT0012SKT,0,0,0,0,0,0,0,0,0
CTOTE0003SKT,0,0,0,0,0,0,0,0,0
DAPBT0042FY,0,0,0,0,0,0,0,0,0
CSWE0001VENPH,2,0,0,1,2,0,0,0,0
CTOBC0009TR,1,0,0,0,1,0,0,0,0
DAA0002INTPH,0,0,0,0,0,0,0,0,0
CTOTC0022SKT,0,0,0,1,0,0,0,0,0
DAA0003SAVPH,1,0,0,1,2,0,0,0,0
DAPBT0010SKT,0,0,0,0,0,0,0,0,0
CTOTC0018SKT,0,0,0,0,0,0,0,0,0
CFOTR0004TR,0,0,0,0,0,0,0,0,0
CFOWF0054BW,0,0,0,0,0,0,0,0,0
CFOTR0012KY,0,0,0,0,1,0,0,0,0
CLICL0005MP,0,0,0,0,0,0,0,0,0
CFOWF0042KK,0,0,2,0,0,0,0,0,0
CFOWF0005FPU,0,0,0,0,0,0,0,0,0
CFOWF0001SUD,0,0,0,0,0,0,0,0,0
CLILB0018TR,0,0,1,1,0,0,0,0,0
CFOWF0001MA,1,0,1,2,1,0,0,0,0
CFOWF0001PUO,1,1,0,1,2,0,0,1,0
CLILI0005SY,1,0,0,1,0,1,0,0,0
CFOTR0029KY,0,0,0,0,0,0,0,0,0
CFOWF0127BT,0,0,0,1,0,0,0,0,0
CFOWF0002MA,0,0,0,0,0,0,0,0,0
CFOTR0019JC,0,0,0,0,0,0,0,0,0
CFOWF0002PUO,1,1,1,1,0,0,0,0,0
CHEHS0001AA,1,0,1,0,0,0,0,1,0
CFOTR0011KY,0,0,1,0,0,0,0,0,0
CPC0001VIVPH,1,0,0,3,0,0,0,0,0
CFODF0038WH,1,0,0,0,0,0,0,0,0
CFODF0014WH,0,0,0,0,0,0,0,0,0
CFODF0012WH,0,0,0,0,0,0,0,0,0
CFODF0056RC,0,0,0,2,0,0,0,0,0
CFODF0021FR,0,0,0,0,0,0,0,0,0
CFODF0023ND,1,0,0,0,0,0,0,0,0
CFODF0002SG,1,0,1,0,0,0,0,0,0
CCOCO0015TR,1,0,1,1,0,0,0,0,0
CFODF0048WH,0,0,0,0,0,0,0,0,0
CFODF0011MO,0,0,0,0,0,0,0,0,0
CBONA0006TR,0,0,0,1,0,0,0,0,0
CFODF0028SG,0,0,0,0,0,0,0,0,0
CFODF0049MO,0,0,1,0,2,0,1,0,0
CFODF0025FR,0,0,0,0,0,0,0,0,0
CFODF0016MO,0,0,0,0,0,0,0,0,0
CFODF0019PU,0,0,1,0,0,0,0,0,0
CFODF0016DR,1,0,0,0,0,1,1,0,0
CFODF0006MO,0,0,0,0,0,0,0,0,0
CFODF0006PFT,0,0,0,0,0,0,0,0,0
CFODF0011WH,0,0,0,0,0,0,1,0,0
SHAFT0003OX,0,0,1,0,1,0,0,0,0
DTRJT0022FM,0,0,0,0,0,0,0,0,0
DTRJT0006KK,0,0,0,0,0,0,0,0,0
DTRJT0025HUF,0,0,1,0,0,1,0,0,0
DTRJT0002WNP,0,0,0,0,0,0,0,0,0
DTRJT0036DR,0,0,0,1,0,0,0,1,0
DTRDT0046GN,2,0,1,0,0,0,0,0,0
DTRDT0199GN,1,0,0,0,0,0,0,2,0
DTRJT0091FA,1,1,0,1,0,1,1,0,0
DTRJT0003HUF,0,0,0,0,0,0,0,0,0
DTRJT0007FA,0,0,0,1,0,0,0,1,0
DTRJT0009JH,0,0,0,0,0,2,0,0,0
DTRJT0012JH,0,0,0,0,0,0,0,0,0
DTRJT0003JH,0,0,0,0,0,0,0,0,0
DTRDT0266GN,0,1,1,0,0,0,0,0,0
DTRJT0195JH,0,1,0,0,0,0,0,0,0
DTRJT0002JH,0,0,0,0,0,0,0,0,0
DTRJT0050JH,0,1,0,0,2,0,0,1,0
DTRDT0198GN,0,0,0,0,0,0,0,0,0
DTRJT0002CC,0,0,0,0,0,0,0,0,0
DTRJT0021FM,0,0,0,0,0,0,0,0,0
DTRDT0004DR,0,0,0,0,0,0,0,0,0
DTRJT0007DR,0,0,0,0,0,0,0,0,0
DTRJT0002DR,0,0,0,0,0,0,0,0,0
DTRJT0171JH,0,0,0,0,0,0,0,0,0
DTRJT0004HG,0,0,0,0,0,0,0,1,0
